YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,21,3,AA,64,N3GDAA,DFW,JFK,1030,1030.0,0.0,10.0,1040.0,203.0,191.0,172.0,1391,1432.0,9.0,1453,1441.0,-12.0,0,0,,,,,,
2015,1,21,3,AA,172,N797AA,LAX,JFK,1030,1020.0,-10.0,18.0,1038.0,330.0,313.0,284.0,2475,1822.0,11.0,1900,1833.0,-27.0,0,0,,,,,,
2015,1,21,3,UA,779,N502UA,LAX,JFK,1032,1026.0,-6.0,18.0,1044.0,321.0,316.0,289.0,2475,1833.0,9.0,1853,1842.0,-11.0,0,0,,,,,,
2015,1,21,3,VX,406,N627VA,LAX,JFK,1040,1034.0,-6.0,8.0,1042.0,325.0,312.0,298.0,2475,1840.0,6.0,1905,1846.0,-19.0,0,0,,,,,,
2015,1,21,3,B6,717,N324JB,BOS,JFK,1042,1039.0,-3.0,7.0,1046.0,71.0,64.0,51.0,187,1137.0,6.0,1153,1143.0,-10.0,0,0,,,,,,
2015,1,21,3,B6,218,N267JB,CLT,JFK,1047,1041.0,-6.0,12.0,1053.0,103.0,85.0,70.0,541,1203.0,3.0,1230,1206.0,-24.0,0,0,,,,,,
2015,1,21,3,MQ,3370,N528MQ,DCA,JFK,1048,1047.0,-1.0,14.0,1101.0,71.0,72.0,46.0,213,1147.0,12.0,1159,1159.0,0.0,0,0,,,,,,
2015,1,21,3,UA,760,N589UA,SFO,JFK,1050,1047.0,-3.0,28.0,1115.0,337.0,346.0,302.0,2586,1917.0,16.0,1927,1933.0,6.0,0,0,,,,,,
2015,1,21,3,B6,207,N309JB,PWM,JFK,1055,1054.0,-1.0,8.0,1102.0,74.0,66.0,53.0,273,1155.0,5.0,1209,1200.0,-9.0,0,0,,,,,,
2015,1,21,3,DL,410,N3760C,DEN,JFK,1055,1108.0,13.0,47.0,1155.0,219.0,238.0,181.0,1626,1656.0,10.0,1634,1706.0,32.0,0,0,,19.0,0.0,9.0,4.0,0.0
2015,1,21,3,B6,224,N944JB,LAX,JFK,1100,1050.0,-10.0,13.0,1103.0,318.0,316.0,287.0,2475,1850.0,16.0,1918,1906.0,-12.0,0,0,,,,,,
2015,1,21,3,AA,2393,N3DMAA,MCO,JFK,1100,1053.0,-7.0,17.0,1110.0,144.0,146.0,121.0,944,1311.0,8.0,1324,1319.0,-5.0,0,0,,,,,,
2015,1,21,3,B6,842,N584JB,SAV,JFK,1101,1051.0,-10.0,13.0,1104.0,118.0,111.0,92.0,718,1236.0,6.0,1259,1242.0,-17.0,0,0,,,,,,
2015,1,21,3,B6,164,N590JB,SRQ,JFK,1102,1049.0,-13.0,17.0,1106.0,156.0,160.0,136.0,1041,1322.0,7.0,1338,1329.0,-9.0,0,0,,,,,,
2015,1,21,3,B6,1633,N203JB,BTV,JFK,1110,1104.0,-6.0,10.0,1114.0,79.0,66.0,51.0,266,1205.0,5.0,1229,1210.0,-19.0,0,0,,,,,,
2015,1,21,3,B6,285,N179JB,ROC,JFK,1113,1107.0,-6.0,12.0,1119.0,77.0,71.0,54.0,264,1213.0,5.0,1230,1218.0,-12.0,0,0,,,,,,
2015,1,21,3,B6,282,N206JB,HOU,JFK,1114,1109.0,-5.0,8.0,1117.0,195.0,188.0,168.0,1428,1505.0,12.0,1529,1517.0,-12.0,0,0,,,,,,
2015,1,21,3,DL,173,N389DA,SEA,JFK,1115,1206.0,51.0,18.0,1224.0,305.0,315.0,283.0,2422,2007.0,14.0,1920,2021.0,61.0,0,0,,10.0,0.0,0.0,0.0,51.0
2015,1,21,3,B6,526,N537JB,TPA,JFK,1120,1115.0,-5.0,12.0,1127.0,153.0,145.0,127.0,1005,1334.0,6.0,1353,1340.0,-13.0,0,0,,,,,,
2015,1,21,3,B6,678,N779JB,JAX,JFK,1121,1119.0,-2.0,24.0,1143.0,129.0,130.0,102.0,828,1325.0,4.0,1330,1329.0,-1.0,0,0,,,,,,
2015,1,21,3,DL,444,N712TW,SLC,JFK,1124,1118.0,-6.0,17.0,1135.0,267.0,272.0,231.0,1990,1726.0,24.0,1751,1750.0,-1.0,0,0,,,,,,
2015,1,21,3,AA,12,N791AA,LAX,JFK,1130,1127.0,-3.0,18.0,1145.0,329.0,313.0,282.0,2475,1927.0,13.0,1959,1940.0,-19.0,0,0,,,,,,
2015,1,21,3,B6,315,N304JB,SYR,JFK,1131,1121.0,-10.0,7.0,1128.0,70.0,59.0,46.0,209,1214.0,6.0,1241,1220.0,-21.0,0,0,,,,,,
2015,1,21,3,B6,1002,N905JB,FLL,JFK,1135,1154.0,19.0,12.0,1206.0,174.0,154.0,135.0,1069,1421.0,7.0,1429,1428.0,-1.0,0,0,,,,,,
2015,1,21,3,B6,684,N746JB,MCO,JFK,1140,1151.0,11.0,14.0,1205.0,150.0,134.0,116.0,944,1401.0,4.0,1410,1405.0,-5.0,0,0,,,,,,
2015,1,21,3,B6,1404,N568JB,SJU,JFK,1140,1134.0,-6.0,12.0,1146.0,240.0,233.0,217.0,1598,1423.0,4.0,1440,1427.0,-13.0,0,0,,,,,,
2015,1,21,3,DL,411,N180DN,LAX,JFK,1140,1137.0,-3.0,29.0,1206.0,320.0,311.0,272.0,2475,1938.0,10.0,2000,1948.0,-12.0,0,0,,,,,,
2015,1,21,3,DL,468,N710TW,SFO,JFK,1145,1144.0,-1.0,27.0,1211.0,329.0,336.0,300.0,2586,2011.0,9.0,2014,2020.0,6.0,0,0,,,,,,
2015,1,21,3,DL,2658,N378DA,LAS,JFK,1150,1253.0,63.0,15.0,1308.0,289.0,289.0,257.0,2248,2025.0,17.0,1939,2042.0,63.0,0,0,,0.0,0.0,0.0,0.0,63.0
2015,1,21,3,AA,66,N5CFAA,SJU,JFK,1151,1147.0,-4.0,9.0,1156.0,244.0,237.0,214.0,1598,1430.0,14.0,1455,1444.0,-11.0,0,0,,,,,,
2015,1,21,3,B6,416,N929JB,SFO,JFK,1200,1152.0,-8.0,22.0,1214.0,330.0,340.0,307.0,2586,2021.0,11.0,2030,2032.0,2.0,0,0,,,,,,
2015,1,21,3,DL,2286,N893AT,TPA,JFK,1205,1200.0,-5.0,15.0,1215.0,157.0,150.0,129.0,1005,1424.0,6.0,1442,1430.0,-12.0,0,0,,,,,,
2015,1,21,3,DL,2513,N993DL,PBI,JFK,1205,1158.0,-7.0,23.0,1221.0,160.0,167.0,135.0,1028,1436.0,9.0,1445,1445.0,0.0,0,0,,,,,,
2015,1,21,3,DL,1716,N911DE,MCO,JFK,1208,1208.0,0.0,13.0,1221.0,151.0,139.0,117.0,944,1418.0,9.0,1439,1427.0,-12.0,0,0,,,,,,
2015,1,21,3,B6,117,N318JB,BOS,JFK,1210,1206.0,-4.0,26.0,1232.0,73.0,82.0,49.0,187,1321.0,7.0,1323,1328.0,5.0,0,0,,,,,,
2015,1,21,3,DL,1671,N320US,MIA,JFK,1215,1212.0,-3.0,15.0,1227.0,179.0,164.0,140.0,1089,1447.0,9.0,1514,1456.0,-18.0,0,0,,,,,,
2015,1,21,3,DL,2523,N978DL,FLL,JFK,1215,1210.0,-5.0,24.0,1234.0,180.0,179.0,147.0,1069,1501.0,8.0,1515,1509.0,-6.0,0,0,,,,,,
2015,1,21,3,B6,1026,N597JB,TPA,JFK,1224,1220.0,-4.0,15.0,1235.0,154.0,149.0,129.0,1005,1444.0,5.0,1458,1449.0,-9.0,0,0,,,,,,
2015,1,21,3,MQ,3091,N679MQ,BNA,JFK,1225,1302.0,37.0,17.0,1319.0,144.0,146.0,109.0,765,1608.0,20.0,1549,1628.0,39.0,0,0,,2.0,0.0,1.0,36.0,0.0
2015,1,21,3,AA,4,N799AA,LAX,JFK,1230,1221.0,-9.0,10.0,1231.0,336.0,303.0,282.0,2475,2013.0,11.0,2106,2024.0,-42.0,0,0,,,,,,
2015,1,21,3,DL,763,N938AT,BOS,JFK,1230,1225.0,-5.0,24.0,1249.0,73.0,88.0,52.0,187,1341.0,12.0,1343,1353.0,10.0,0,0,,,,,,
2015,1,21,3,B6,1094,N564JB,AUS,JFK,1240,1232.0,-8.0,9.0,1241.0,211.0,181.0,168.0,1521,1629.0,4.0,1711,1633.0,-38.0,0,0,,,,,,
2015,1,21,3,MQ,3145,N933MQ,CMH,JFK,1243,1241.0,-2.0,13.0,1254.0,107.0,97.0,74.0,483,1408.0,10.0,1430,1418.0,-12.0,0,0,,,,,,
2015,1,21,3,B6,324,N942JB,LAX,JFK,1245,1409.0,84.0,11.0,1420.0,317.0,311.0,293.0,2475,2213.0,7.0,2102,2220.0,78.0,0,0,,0.0,0.0,78.0,0.0,0.0
2015,1,21,3,MQ,3262,N665MQ,IND,JFK,1245,1326.0,41.0,16.0,1342.0,124.0,128.0,101.0,665,1523.0,11.0,1449,1534.0,45.0,0,0,,4.0,0.0,0.0,41.0,0.0
2015,1,21,3,B6,654,N709JB,PBI,JFK,1247,1259.0,12.0,14.0,1313.0,162.0,156.0,132.0,1028,1525.0,10.0,1529,1535.0,6.0,0,0,,,,,,
2015,1,21,3,AA,16,N787AA,SFO,JFK,1250,1244.0,-6.0,13.0,1257.0,328.0,328.0,308.0,2586,2105.0,7.0,2118,2112.0,-6.0,0,0,,,,,,
2015,1,21,3,MQ,3054,N612MQ,CVG,JFK,1250,1257.0,7.0,9.0,1306.0,121.0,113.0,95.0,589,1441.0,9.0,1451,1450.0,-1.0,0,0,,,,,,
2015,1,21,3,B6,2401,N238JB,BUF,JFK,1252,1247.0,-5.0,9.0,1256.0,85.0,71.0,58.0,301,1354.0,4.0,1417,1358.0,-19.0,0,0,,,,,,
2015,1,21,3,MQ,2915,N633MQ,CLE,JFK,1253,1439.0,106.0,28.0,1507.0,97.0,115.0,74.0,425,1621.0,13.0,1430,1634.0,124.0,0,0,,18.0,0.0,42.0,64.0,0.0
2015,1,21,3,DL,395,N37700,SJU,JFK,1255,1249.0,-6.0,12.0,1301.0,243.0,237.0,214.0,1598,1535.0,11.0,1558,1546.0,-12.0,0,0,,,,,,
2015,1,21,3,MQ,3225,N689MQ,DCA,JFK,1255,1339.0,44.0,45.0,1424.0,79.0,99.0,44.0,213,1508.0,10.0,1414,1518.0,64.0,0,0,,20.0,0.0,11.0,33.0,0.0
2015,1,21,3,DL,1465,N934DL,ATL,JFK,1259,1257.0,-2.0,18.0,1315.0,133.0,126.0,102.0,760,1457.0,6.0,1512,1503.0,-9.0,0,0,,,,,,
2015,1,21,3,AA,198,N3FAAA,ORD,JFK,1300,1312.0,12.0,23.0,1335.0,133.0,141.0,99.0,740,1614.0,19.0,1613,1633.0,20.0,0,0,,8.0,0.0,0.0,7.0,5.0
2015,1,21,3,DL,401,N397DA,AUS,JFK,1300,1257.0,-3.0,13.0,1310.0,206.0,199.0,169.0,1521,1659.0,17.0,1726,1716.0,-10.0,0,0,,,,,,
2015,1,21,3,DL,2175,N3758Y,LAS,JFK,1300,1254.0,-6.0,14.0,1308.0,289.0,288.0,255.0,2248,2023.0,19.0,2049,2042.0,-7.0,0,0,,,,,,
2015,1,21,3,UA,867,N587UA,LAX,JFK,1304,1309.0,5.0,16.0,1325.0,324.0,319.0,296.0,2475,2121.0,7.0,2128,2128.0,0.0,0,0,,,,,,
2015,1,21,3,AA,1508,N5BSAA,MIA,JFK,1306,1320.0,14.0,9.0,1329.0,174.0,162.0,140.0,1089,1549.0,13.0,1600,1602.0,2.0,0,0,,,,,,
2015,1,21,3,B6,4,N903JB,SJU,JFK,1317,1322.0,5.0,13.0,1335.0,243.0,234.0,215.0,1598,1610.0,6.0,1620,1616.0,-4.0,0,0,,,,,,
2015,1,21,3,DL,1508,N3754A,FLL,JFK,1320,1325.0,5.0,19.0,1344.0,176.0,169.0,137.0,1069,1601.0,13.0,1616,1614.0,-2.0,0,0,,,,,,
2015,1,21,3,B6,190,N804JB,SAN,JFK,1323,1318.0,-5.0,11.0,1329.0,306.0,289.0,273.0,2446,2102.0,5.0,2129,2107.0,-22.0,0,0,,,,,,
2015,1,21,3,DL,1249,N713TW,PHX,JFK,1323,1409.0,46.0,16.0,1425.0,276.0,269.0,247.0,2153,2032.0,6.0,1959,2038.0,39.0,0,0,,39.0,0.0,0.0,0.0,0.0
2015,1,21,3,MQ,3217,N908MQ,ORF,JFK,1323,1316.0,-7.0,7.0,1323.0,87.0,63.0,48.0,290,1411.0,8.0,1450,1419.0,-31.0,0,0,,,,,,
2015,1,21,3,US,698,N576UW,CLT,JFK,1325,1319.0,-6.0,18.0,1337.0,111.0,116.0,81.0,541,1458.0,17.0,1516,1515.0,-1.0,0,0,,,,,,
2015,1,21,3,AA,256,N789AA,LAX,JFK,1330,1513.0,103.0,14.0,1527.0,325.0,309.0,282.0,2475,2309.0,13.0,2155,2322.0,87.0,0,0,,0.0,0.0,87.0,0.0,0.0
2015,1,21,3,DL,2262,N721TW,LAX,JFK,1330,1324.0,-6.0,16.0,1340.0,319.0,303.0,279.0,2475,2119.0,8.0,2149,2127.0,-22.0,0,0,,,,,,
2015,1,21,3,B6,748,N563JB,LAS,JFK,1339,1347.0,8.0,17.0,1404.0,290.0,285.0,262.0,2248,2126.0,6.0,2129,2132.0,3.0,0,0,,,,,,
2015,1,21,3,VX,412,N641VA,LAX,JFK,1345,1336.0,-9.0,15.0,1351.0,315.0,313.0,287.0,2475,2138.0,11.0,2200,2149.0,-11.0,0,0,,,,,,
2015,1,21,3,US,630,N550UW,PHX,JFK,1350,1505.0,75.0,16.0,1521.0,280.0,283.0,249.0,2153,2130.0,18.0,2030,2148.0,78.0,0,0,,3.0,0.0,8.0,67.0,0.0
2015,1,21,3,VX,26,N838VA,SFO,JFK,1355,1351.0,-4.0,11.0,1402.0,330.0,315.0,294.0,2586,2156.0,10.0,2225,2206.0,-19.0,0,0,,,,,,
2015,1,21,3,B6,1784,N715JB,MCO,JFK,1358,1353.0,-5.0,12.0,1405.0,152.0,134.0,117.0,944,1602.0,5.0,1630,1607.0,-23.0,0,0,,,,,,
2015,1,21,3,DL,2109,N390DA,DTW,JFK,1400,1407.0,7.0,53.0,1500.0,115.0,145.0,78.0,509,1618.0,14.0,1555,1632.0,37.0,0,0,,30.0,0.0,7.0,0.0,0.0
2015,1,21,3,B6,514,N637JB,LGB,JFK,1404,1400.0,-4.0,8.0,1408.0,308.0,309.0,294.0,2465,2202.0,7.0,2212,2209.0,-3.0,0,0,,,,,,
2015,1,21,3,UA,716,N510UA,SFO,JFK,1408,1405.0,-3.0,15.0,1420.0,334.0,326.0,302.0,2586,2222.0,9.0,2242,2231.0,-11.0,0,0,,,,,,
2015,1,21,3,B6,1630,N661JB,RSW,JFK,1415,1415.0,0.0,11.0,1426.0,166.0,156.0,135.0,1074,1641.0,10.0,1701,1651.0,-10.0,0,0,,,,,,
2015,1,21,3,US,2017,N631AW,CLT,JFK,1420,1419.0,-1.0,19.0,1438.0,105.0,104.0,76.0,541,1554.0,9.0,1605,1603.0,-2.0,0,0,,,,,,
2015,1,21,3,B6,424,N943JB,LAX,JFK,1420,1453.0,33.0,13.0,1506.0,310.0,304.0,284.0,2475,2250.0,7.0,2230,2257.0,27.0,0,0,,0.0,0.0,17.0,10.0,0.0
2015,1,21,3,AA,32,N790AA,LAX,JFK,1425,1515.0,50.0,16.0,1531.0,323.0,310.0,281.0,2475,2312.0,13.0,2248,2325.0,37.0,0,0,,0.0,0.0,18.0,19.0,0.0
2015,1,21,3,DL,2509,N702TW,SFO,JFK,1430,1428.0,-2.0,11.0,1439.0,319.0,319.0,297.0,2586,2236.0,11.0,2249,2247.0,-2.0,0,0,,,,,,
2015,1,21,3,B6,616,N945JB,SFO,JFK,1435,1426.0,-9.0,21.0,1447.0,324.0,334.0,305.0,2586,2252.0,8.0,2259,2300.0,1.0,0,0,,,,,,
2015,1,21,3,AA,1357,N5EPAA,SJU,JFK,1435,1427.0,-8.0,14.0,1441.0,260.0,255.0,230.0,1598,1731.0,11.0,1755,1742.0,-13.0,0,0,,,,,,
2015,1,21,3,B6,417,N374JB,BOS,JFK,1440,1434.0,-6.0,44.0,1518.0,82.0,113.0,54.0,187,1612.0,15.0,1602,1627.0,25.0,0,0,,25.0,0.0,0.0,0.0,0.0
2015,1,21,3,B6,1902,N519JB,FLL,JFK,1440,1501.0,21.0,13.0,1514.0,171.0,157.0,139.0,1069,1733.0,5.0,1731,1738.0,7.0,0,0,,,,,,
2015,1,21,3,B6,1515,N309JB,SYR,JFK,1440,1430.0,-10.0,8.0,1438.0,78.0,75.0,57.0,209,1535.0,10.0,1558,1545.0,-13.0,0,0,,,,,,
2015,1,21,3,AA,193,N3GNAA,BOS,JFK,1445,1432.0,-13.0,17.0,1449.0,83.0,78.0,48.0,187,1537.0,13.0,1608,1550.0,-18.0,0,0,,,,,,
2015,1,21,3,B6,54,N662JB,PBI,JFK,1445,1442.0,-3.0,19.0,1501.0,164.0,152.0,129.0,1028,1710.0,4.0,1729,1714.0,-15.0,0,0,,,,,,
2015,1,21,3,MQ,3026,N613MQ,BWI,JFK,1450,1515.0,25.0,37.0,1552.0,75.0,83.0,40.0,184,1632.0,6.0,1605,1638.0,33.0,0,0,,8.0,0.0,0.0,25.0,0.0
2015,1,21,3,DL,400,N6715C,STT,JFK,1451,1545.0,54.0,12.0,1557.0,253.0,255.0,231.0,1623,1848.0,12.0,1804,1900.0,56.0,0,0,,2.0,0.0,54.0,0.0,0.0
2015,1,21,3,MQ,3361,N836MQ,RDU,JFK,1454,1447.0,-7.0,,,96.0,,,427,,,1630,,,0,1,A,,,,,
2015,1,21,3,DL,42,N3772H,SJU,JFK,1501,1456.0,-5.0,12.0,1508.0,249.0,244.0,217.0,1598,1745.0,15.0,1810,1800.0,-10.0,0,0,,,,,,
2015,1,21,3,AA,20,N786AA,SFO,JFK,1505,1635.0,90.0,26.0,1701.0,322.0,336.0,303.0,2586,104.0,7.0,2327,111.0,104.0,0,0,,14.0,0.0,0.0,90.0,0.0
2015,1,21,3,DL,476,N913DL,FLL,JFK,1505,1500.0,-5.0,17.0,1517.0,178.0,172.0,141.0,1069,1738.0,14.0,1803,1752.0,-11.0,0,0,,,,,,
2015,1,21,3,B6,2601,N267JB,BUF,JFK,1507,1500.0,-7.0,9.0,1509.0,88.0,73.0,59.0,301,1608.0,5.0,1635,1613.0,-22.0,0,0,,,,,,
2015,1,21,3,AA,1510,N5FGAA,MIA,JFK,1510,1504.0,-6.0,24.0,1528.0,179.0,177.0,139.0,1089,1747.0,14.0,1809,1801.0,-8.0,0,0,,,,,,
2015,1,21,3,B6,307,N304JB,PWM,JFK,1510,1458.0,-12.0,21.0,1519.0,81.0,89.0,58.0,273,1617.0,10.0,1631,1627.0,-4.0,0,0,,,,,,
2015,1,21,3,MQ,3378,N528MQ,DCA,JFK,1511,1511.0,0.0,28.0,1539.0,79.0,76.0,40.0,213,1619.0,8.0,1630,1627.0,-3.0,0,0,,,,,,
2015,1,21,3,DL,478,N967DL,ATL,JFK,1520,1515.0,-5.0,26.0,1541.0,140.0,129.0,96.0,760,1717.0,7.0,1740,1724.0,-16.0,0,0,,,,,,
2015,1,21,3,AA,22,N788AA,LAX,JFK,1525,1519.0,-6.0,24.0,1543.0,322.0,332.0,292.0,2475,2335.0,16.0,2347,2351.0,4.0,0,0,,,,,,
2015,1,21,3,VX,258,N841VA,LAS,JFK,1535,1537.0,2.0,15.0,1552.0,290.0,282.0,258.0,2248,2310.0,9.0,2325,2319.0,-6.0,0,0,,,,,,
2015,1,21,3,B6,1202,N521JB,FLL,JFK,1539,1534.0,-5.0,13.0,1547.0,170.0,155.0,136.0,1069,1803.0,6.0,1829,1809.0,-20.0,0,0,,,,,,
2015,1,21,3,DL,2645,N986AT,RSW,JFK,1549,1543.0,-6.0,10.0,1553.0,176.0,159.0,134.0,1074,1807.0,15.0,1845,1822.0,-23.0,0,0,,,,,,
2015,1,21,3,B6,524,N934JB,LAX,JFK,1550,1548.0,-2.0,9.0,1557.0,309.0,311.0,289.0,2475,2346.0,13.0,2359,2359.0,0.0,0,0,,,,,,
2015,1,21,3,B6,1304,N565JB,SJU,JFK,1555,1557.0,2.0,12.0,1609.0,247.0,251.0,232.0,1598,1901.0,7.0,1902,1908.0,6.0,0,0,,,,,,
2015,1,21,3,VX,416,N639VA,LAX,JFK,1600,1558.0,-2.0,8.0,1606.0,299.0,302.0,282.0,2475,2348.0,12.0,2359,2400.0,1.0,0,0,,,,,,
2015,1,21,3,DL,2362,N722TW,LAX,JFK,1600,1557.0,-3.0,14.0,1611.0,316.0,292.0,272.0,2475,2343.0,6.0,16,2349.0,-27.0,0,0,,,,,,
2015,1,21,3,B6,26,N527JB,TPA,JFK,1620,1622.0,2.0,17.0,1639.0,156.0,153.0,128.0,1005,1847.0,8.0,1856,1855.0,-1.0,0,0,,,,,,
2015,1,21,3,UA,233,N568UA,LAX,JFK,1621,1620.0,-1.0,14.0,1634.0,317.0,294.0,273.0,2475,7.0,7.0,38,14.0,-24.0,0,0,,,,,,
2015,1,21,3,HA,50,N386HA,HNL,JFK,1625,1625.0,0.0,17.0,1642.0,570.0,579.0,544.0,4983,646.0,18.0,655,704.0,9.0,0,0,,,,,,
2015,1,21,3,US,622,N602AW,PHX,JFK,1630,1628.0,-2.0,20.0,1648.0,279.0,267.0,237.0,2153,2245.0,10.0,2309,2255.0,-14.0,0,0,,,,,,
2015,1,21,3,B6,585,N329JB,ROC,JFK,1634,1615.0,-19.0,10.0,1625.0,85.0,69.0,55.0,264,1720.0,4.0,1759,1724.0,-35.0,0,0,,,,,,
2015,1,21,3,B6,1884,N638JB,MCO,JFK,1635,1627.0,-8.0,19.0,1646.0,156.0,141.0,116.0,944,1842.0,6.0,1911,1848.0,-23.0,0,0,,,,,,
2015,1,21,3,UA,502,N512UA,SFO,JFK,1646,1640.0,-6.0,13.0,1653.0,328.0,318.0,298.0,2586,51.0,7.0,114,58.0,-16.0,0,0,,,,,,
2015,1,21,3,AA,180,N798AA,LAX,JFK,1650,1646.0,-4.0,16.0,1702.0,318.0,306.0,285.0,2475,47.0,5.0,108,52.0,-16.0,0,0,,,,,,
2015,1,21,3,B6,1254,N633JB,PBI,JFK,1658,1654.0,-4.0,18.0,1712.0,165.0,157.0,129.0,1028,1921.0,10.0,1943,1931.0,-12.0,0,0,,,,,,
2015,1,21,3,DL,412,N965DL,MIA,JFK,1700,1752.0,52.0,19.0,1811.0,181.0,185.0,160.0,1089,2051.0,6.0,2001,2057.0,56.0,0,0,,56.0,0.0,0.0,0.0,0.0
2015,1,21,3,DL,890,N603AT,TPA,JFK,1700,1758.0,58.0,17.0,1815.0,167.0,163.0,123.0,1005,2018.0,23.0,1947,2041.0,54.0,0,0,,0.0,0.0,54.0,0.0,0.0
2015,1,21,3,DL,2444,N920DE,MCO,JFK,1700,1751.0,51.0,16.0,1807.0,155.0,146.0,118.0,944,2005.0,12.0,1935,2017.0,42.0,0,0,,42.0,0.0,0.0,0.0,0.0
2015,1,21,3,B6,1374,N760JB,CHS,JFK,1709,1700.0,-9.0,14.0,1714.0,110.0,107.0,84.0,636,1838.0,9.0,1859,1847.0,-12.0,0,0,,,,,,
2015,1,21,3,B6,1317,N258JB,BOS,JFK,1720,1729.0,9.0,19.0,1748.0,83.0,81.0,56.0,187,1844.0,6.0,1843,1850.0,7.0,0,0,,,,,,
2015,1,21,3,DL,1830,N384DA,SLC,JFK,1720,1715.0,-5.0,16.0,1731.0,263.0,253.0,227.0,1990,2318.0,10.0,2343,2328.0,-15.0,0,0,,,,,,
2015,1,21,3,MQ,3295,N689MQ,RDU,JFK,1720,1809.0,49.0,17.0,1826.0,107.0,92.0,63.0,427,1929.0,12.0,1907,1941.0,34.0,0,0,,0.0,0.0,10.0,24.0,0.0
2015,1,21,3,DL,793,N893AT,BOS,JFK,1730,1728.0,-2.0,11.0,1739.0,82.0,73.0,51.0,187,1830.0,11.0,1852,1841.0,-11.0,0,0,,,,,,
2015,1,21,3,B6,1684,N708JB,MCO,JFK,1737,1729.0,-8.0,24.0,1753.0,156.0,150.0,116.0,944,1949.0,10.0,2013,1959.0,-14.0,0,0,,,,,,
2015,1,21,3,DL,2618,N371NB,MSY,JFK,1738,1734.0,-4.0,15.0,1749.0,182.0,179.0,145.0,1182,2114.0,19.0,2140,2133.0,-7.0,0,0,,,,,,
2015,1,21,3,DL,332,N3750D,SJU,JFK,1742,1738.0,-4.0,17.0,1755.0,245.0,246.0,221.0,1598,2036.0,8.0,2047,2044.0,-3.0,0,0,,,,,,
2015,1,21,3,DL,1419,N908DL,ATL,JFK,1745,2109.0,204.0,21.0,2130.0,141.0,128.0,96.0,760,2306.0,11.0,2006,2317.0,191.0,0,0,,54.0,0.0,137.0,0.0,0.0
2015,1,21,3,B6,1042,N537JB,SAV,JFK,1759,1753.0,-6.0,11.0,1804.0,120.0,110.0,89.0,718,1933.0,10.0,1959,1943.0,-16.0,0,0,,,,,,
2015,1,21,3,AA,1096,N3GFAA,BOS,JFK,1805,1750.0,-15.0,24.0,1814.0,85.0,87.0,53.0,187,1907.0,10.0,1930,1917.0,-13.0,0,0,,,,,,
2015,1,21,3,AA,1029,N3GDAA,DCA,JFK,1810,1804.0,-6.0,23.0,1827.0,73.0,79.0,42.0,213,1909.0,14.0,1923,1923.0,0.0,0,0,,,,,,
2015,1,21,3,B6,576,N238JB,MSY,JFK,1814,1811.0,-3.0,10.0,1821.0,165.0,152.0,135.0,1182,2136.0,7.0,2159,2143.0,-16.0,0,0,,,,,,
2015,1,21,3,B6,402,N507JB,FLL,JFK,1820,1830.0,10.0,9.0,1839.0,168.0,165.0,150.0,1069,2109.0,6.0,2108,2115.0,7.0,0,0,,,,,,
2015,1,21,3,B6,1733,N309JB,BTV,JFK,1832,1817.0,-15.0,13.0,1830.0,87.0,75.0,53.0,266,1923.0,9.0,1959,1932.0,-27.0,0,0,,,,,,
2015,1,21,3,B6,1106,N763JB,ORD,JFK,1840,1830.0,-10.0,20.0,1850.0,128.0,137.0,104.0,740,2134.0,13.0,2148,2147.0,-1.0,0,0,,,,,,
2015,1,21,3,B6,2701,N206JB,BUF,JFK,1840,1835.0,-5.0,11.0,1846.0,92.0,73.0,56.0,301,1942.0,6.0,2012,1948.0,-24.0,0,0,,,,,,
2015,1,21,3,AA,2292,N5FKAA,MIA,JFK,1845,1840.0,-5.0,19.0,1859.0,182.0,177.0,149.0,1089,2128.0,9.0,2147,2137.0,-10.0,0,0,,,,,,
2015,1,21,3,B6,478,N746JB,JAX,JFK,1847,1839.0,-8.0,17.0,1856.0,133.0,140.0,117.0,828,2053.0,6.0,2100,2059.0,-1.0,0,0,,,,,,
2015,1,21,3,AA,2285,N3LAAA,MCO,JFK,1856,1853.0,-3.0,17.0,1910.0,154.0,166.0,134.0,944,2124.0,15.0,2130,2139.0,9.0,0,0,,,,,,
2015,1,21,3,AA,1480,N3JNAA,CLT,JFK,1905,1857.0,-8.0,15.0,1912.0,105.0,101.0,74.0,541,2026.0,12.0,2050,2038.0,-12.0,0,0,,,,,,
2015,1,21,3,DL,2398,N345NB,BOS,JFK,1905,1933.0,28.0,20.0,1953.0,85.0,84.0,53.0,187,2046.0,11.0,2030,2057.0,27.0,0,0,,27.0,0.0,0.0,0.0,0.0
